missing_filename,unknowns_matched_filenames,distance,best_match,valid_found
john_doe_image_831.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'reunited_image_140.png', 'reunited_image_526.png', 'facebook_image_2.png', 'john_doe_image_442.png', 'facebook_image_10.png']","0    1.118322
1    1.118322
2    1.120745
3    1.133160
4    1.138503
5    1.144232
6    1.159014
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_191.png,"['reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'reunited_image_25.png', 'reunited_image_135.png']","0    1.103578
1    1.103578
2    1.115113
3    1.119636
Name: distance, dtype: float64",reunited_image_701.png,True
reunited_image_206.png,"['reunited_image_352.png', 'reunited_image_236-checkpoint.png']","0    1.118955
1    1.142170
Name: distance, dtype: float64",reunited_image_352.png,True
john_doe_image_29.png,['facebook_image_4.png'],"0    1.139938
Name: distance, dtype: float64",facebook_image_4.png,True
reunited_image_240.png,"['john_doe_image_442.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_10.png', 'facebook_image_2.png']","0    1.116880
1    1.154431
2    1.154431
3    1.158132
4    1.159319
Name: distance, dtype: float64",john_doe_image_442.png,True
john_doe_image_495.png,"['reunited_image_178.png', 'facebook_image_11.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'reunited_image_494.png']","0    1.125041
1    1.152348
2    1.166641
3    1.166641
4    1.168983
Name: distance, dtype: float64",reunited_image_178.png,True
reunited_image_328.png,['reunited_image_236-checkpoint.png'],"0    1.099472
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_298.png,"['john_doe_image_251.png', 'john_doe_image_251-checkpoint.png', 'reunited_image_750.png', 'reunited_image_750-checkpoint.png']","0    1.092169
1    1.092169
2    1.145264
3    1.145264
Name: distance, dtype: float64",john_doe_image_251.png,True
john_doe_image_705.png,"['facebook_image_9.png', 'john_doe_image_471.png', 'facebook_image_10.png', 'facebook_image_3.png', 'facebook_image_8.png']","0    1.084995
1    1.115543
2    1.125734
3    1.129608
4    1.155556
Name: distance, dtype: float64",facebook_image_9.png,True
john_doe_image_65.png,"['facebook_image_5.png', 'reunited_image_526.png', 'facebook_image_4.png', 'reunited_image_140.png', 'facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'john_doe_image_442.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_251.png', 'john_doe_image_251-checkpoint.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_715-checkpoint.png', 'john_doe_image_715.png', 'facebook_image_10.png']","0     1.027975
1     1.059622
2     1.070340
3     1.076809
4     1.078724
5     1.078724
6     1.092604
7     1.114133
8     1.117190
9     1.117190
10    1.123831
11    1.124342
12    1.124342
13    1.166672
Name: distance, dtype: float64",facebook_image_5.png,True
john_doe_image_281.png,"['facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png']","0    1.040647
1    1.041384
2    1.133534
3    1.133534
4    1.165233
5    1.165233
Name: distance, dtype: float64",facebook_image_16.png,True
reunited_image_399.png,['john_doe_image_313-checkpoint.png'],"0    1.167971
Name: distance, dtype: float64",john_doe_image_313.png,True
reunited_image_255.png,"['reunited_image_236-checkpoint.png', 'reunited_image_504.png', 'reunited_image_504-checkpoint.png']","0    1.095962
1    1.160267
2    1.160267
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_107.png,"['reunited_image_25.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_11.png', 'reunited_image_701.png', 'reunited_image_701-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_494.png', 'facebook_image_10.png', 'reunited_image_420.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_167.png', 'facebook_image_12.png', 'facebook_image_13.png', 'facebook_image_13-checkpoint.png']","0     1.071212
1     1.080907
2     1.080907
3     1.109115
4     1.113947
5     1.113947
6     1.116819
7     1.125316
8     1.126531
9     1.143396
10    1.146604
11    1.146604
12    1.147816
13    1.153762
14    1.158911
15    1.158911
Name: distance, dtype: float64",reunited_image_25.png,True
reunited_image_393.png,['reunited_image_593.png'],"0    1.072543
Name: distance, dtype: float64",reunited_image_593.png,True
john_doe_image_69.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_10.png']","0    1.023834
1    1.023834
2    1.054364
3    1.095142
4    1.110074
5    1.110916
6    1.166717
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_696.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'facebook_image_16-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_140.png', 'john_doe_image_442.png']","0    1.062713
1    1.062713
2    1.084334
3    1.084334
4    1.085096
5    1.133656
6    1.133656
7    1.152480
8    1.164039
Name: distance, dtype: float64",facebook_image_1.png,True
reunited_image_677.png,"['reunited_image_526.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_6.png', 'john_doe_image_251.png', 'john_doe_image_251-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.068079
1    1.118387
2    1.118387
3    1.123246
4    1.128311
5    1.128311
6    1.139030
7    1.139030
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_245.png,"['reunited_image_236-checkpoint.png', 'reunited_image_140.png', 'reunited_image_526.png', 'john_doe_image_442.png', 'facebook_image_4.png']","0    1.072032
1    1.092760
2    1.144778
3    1.155701
4    1.161501
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_613.png,['reunited_image_87.png'],"0    1.156778
Name: distance, dtype: float64",reunited_image_87.png,True
reunited_image_587.png,['john_doe_image_358.png'],"0    1.148481
Name: distance, dtype: float64",john_doe_image_358.png,True
reunited_image_312.png,"['reunited_image_236-checkpoint.png', 'john_doe_image_273.png']","0    1.157179
1    1.158444
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_664.png,['reunited_image_49.png'],"0    1.163556
Name: distance, dtype: float64",reunited_image_49.png,True
reunited_image_1.png,"['john_doe_image_251.png', 'john_doe_image_251-checkpoint.png', 'reunited_image_135.png', 'facebook_image_6.png']","0    1.081557
1    1.081557
2    1.133768
3    1.144834
Name: distance, dtype: float64",john_doe_image_251.png,True
reunited_image_799.png,['reunited_image_236-checkpoint.png'],"0    1.131808
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_482.png,"['reunited_image_51.png', 'reunited_image_181.png']","0    1.079049
1    1.160637
Name: distance, dtype: float64",reunited_image_51.png,True
reunited_image_460.png,"['reunited_image_458.png', 'facebook_image_7.png', 'reunited_image_236-checkpoint.png']","0    1.099304
1    1.118667
2    1.143314
Name: distance, dtype: float64",reunited_image_458.png,True
reunited_image_257.png,"['facebook_image_11.png', 'reunited_image_305.png']","0    1.058654
1    1.149197
Name: distance, dtype: float64",facebook_image_11.png,True
john_doe_image_143.png,"['reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_5.png', 'facebook_image_16-checkpoint.png']","0    1.022812
1    1.095059
2    1.095059
3    1.122699
4    1.146870
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_562.png,"['john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'reunited_image_526.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'facebook_image_6.png', 'facebook_image_16-checkpoint.png']","0    1.063368
1    1.063368
2    1.112156
3    1.112156
4    1.123259
5    1.140958
6    1.140958
7    1.146840
8    1.147646
Name: distance, dtype: float64",john_doe_image_251.png,True
reunited_image_829.png,['reunited_image_236-checkpoint.png'],"0    1.163942
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_759.png,"['reunited_image_526.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_184.png', 'facebook_image_6.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0     1.002299
1     1.051481
2     1.051481
3     1.063583
4     1.063583
5     1.099917
6     1.130362
7     1.145323
8     1.153036
9     1.165164
10    1.165164
Name: distance, dtype: float64",reunited_image_526.png,True
reunited_image_507.png,['reunited_image_135.png'],"0    1.130059
Name: distance, dtype: float64",reunited_image_135.png,True
reunited_image_121.png,"['john_doe_image_467.png', 'reunited_image_714.png', 'reunited_image_714-checkpoint.png']","0    1.054349
1    1.158052
2    1.158052
Name: distance, dtype: float64",john_doe_image_467.png,True
john_doe_image_731.png,['facebook_image_5.png'],"0    1.066984
Name: distance, dtype: float64",facebook_image_5.png,True
john_doe_image_781.png,"['john_doe_image_715-checkpoint.png', 'john_doe_image_715.png']","0    1.144438
1    1.144438
Name: distance, dtype: float64",john_doe_image_715.png,True
john_doe_image_98.png,['reunited_image_236-checkpoint.png'],"0    1.120618
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_214.png,['reunited_image_184.png'],"0    1.160722
Name: distance, dtype: float64",reunited_image_184.png,True
reunited_image_208.png,"['facebook_image_5.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.054386
1    1.146001
2    1.146001
3    1.156085
4    1.156085
Name: distance, dtype: float64",facebook_image_5.png,True
reunited_image_349.png,['reunited_image_236-checkpoint.png'],"0    1.133872
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_678.png,['facebook_image_2.png'],"0    1.154008
Name: distance, dtype: float64",facebook_image_2.png,True
reunited_image_202.png,"['reunited_image_494.png', 'john_doe_image_754-checkpoint.png', 'john_doe_image_754.png', 'reunited_image_152.png', 'reunited_image_305.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png']","0    1.064779
1    1.078520
2    1.078520
3    1.125627
4    1.158764
5    1.160894
6    1.160894
Name: distance, dtype: float64",reunited_image_494.png,True
john_doe_image_122.png,['john_doe_image_358.png'],"0    1.037229
Name: distance, dtype: float64",john_doe_image_358.png,True
reunited_image_618.png,"['john_doe_image_358.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png']","0    1.078269
1    1.168796
2    1.168796
Name: distance, dtype: float64",john_doe_image_358.png,True
john_doe_image_16.png,"['reunited_image_526.png', 'john_doe_image_442.png']","0    1.129803
1    1.154623
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_101.png,['reunited_image_135.png'],"0    1.130849
Name: distance, dtype: float64",reunited_image_135.png,True
john_doe_image_602.png,"['reunited_image_526.png', 'john_doe_image_442.png', 'reunited_image_140.png']","0    1.145390
1    1.147087
2    1.165706
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_758.png,"['reunited_image_167.png', 'reunited_image_352.png']","0    1.128498
1    1.145447
Name: distance, dtype: float64",reunited_image_167.png,True
reunited_image_176.png,"['reunited_image_236-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_442.png']","0    1.139582
1    1.151887
2    1.159012
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_779.png,"['john_doe_image_522.png', 'reunited_image_152.png', 'facebook_image_4.png', 'reunited_image_375.png']","0    1.052527
1    1.083701
2    1.125118
3    1.153107
Name: distance, dtype: float64",john_doe_image_522.png,True
reunited_image_335.png,['john_doe_image_556.png'],"0    1.169187
Name: distance, dtype: float64",john_doe_image_556.png,True
john_doe_image_571.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_9.png', 'john_doe_image_442.png', 'john_doe_image_70-checkpoint.png', 'john_doe_image_70.png', 'john_doe_image_333.png', 'facebook_image_11.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'john_doe_image_471.png', 'facebook_image_5.png']","0     1.097520
1     1.097520
2     1.108580
3     1.139623
4     1.140577
5     1.140577
6     1.145511
7     1.146076
8     1.151878
9     1.151878
10    1.162085
11    1.167159
Name: distance, dtype: float64",john_doe_image_13.png,True
john_doe_image_189.png,['john_doe_image_358.png'],"0    1.117853
Name: distance, dtype: float64",john_doe_image_358.png,True
john_doe_image_748.png,"['facebook_image_16-checkpoint.png', 'reunited_image_526.png']","0    1.086871
1    1.141164
Name: distance, dtype: float64",facebook_image_16.png,True
reunited_image_324.png,"['reunited_image_236-checkpoint.png', 'reunited_image_140.png']","0    1.099716
1    1.151042
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_769.png,['reunited_image_184.png'],"0    1.163169
Name: distance, dtype: float64",reunited_image_184.png,True
john_doe_image_599.png,"['reunited_image_236-checkpoint.png', 'facebook_image_4.png', 'reunited_image_504-checkpoint.png', 'reunited_image_504.png']","0    1.150901
1    1.161969
2    1.162647
3    1.162647
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_356.png,['reunited_image_236-checkpoint.png'],"0    1.145516
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_542.png,"['reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.101317
1    1.117895
2    1.117895
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_13.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'john_doe_image_333.png', 'reunited_image_140.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_526.png', 'reunited_image_500.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_4.png', 'reunited_image_384.png', 'facebook_image_9.png', 'reunited_image_158.png', 'facebook_image_16-checkpoint.png', 'facebook_image_13-checkpoint.png', 'facebook_image_13.png', 'facebook_image_10.png', 'facebook_image_12.png', 'reunited_image_420.png', 'facebook_image_11.png', 'reunited_image_750.png', 'reunited_image_750-checkpoint.png']","0     0.000000
1     0.000000
2     0.871453
3     0.891737
4     0.989675
5     0.997176
6     0.997176
7     1.032221
8     1.087186
9     1.100224
10    1.100224
11    1.132013
12    1.137736
13    1.141965
14    1.145384
15    1.147379
16    1.154407
17    1.154407
18    1.154650
19    1.155572
20    1.157329
21    1.165223
22    1.165414
23    1.165414
Name: distance, dtype: float64",john_doe_image_13-checkpoint.png,True
reunited_image_350.png,['reunited_image_236-checkpoint.png'],"0    1.127925
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_682.png,"['reunited_image_714.png', 'reunited_image_714-checkpoint.png', 'reunited_image_526.png', 'reunited_image_504.png', 'reunited_image_504-checkpoint.png']","0    1.108676
1    1.108676
2    1.132596
3    1.133417
4    1.133417
Name: distance, dtype: float64",reunited_image_714.png,True
reunited_image_370.png,['john_doe_image_556.png'],"0    1.099871
Name: distance, dtype: float64",john_doe_image_556.png,True
reunited_image_6.png,"['reunited_image_275.png', 'reunited_image_236-checkpoint.png']","0    1.121438
1    1.141239
Name: distance, dtype: float64",reunited_image_275.png,True
john_doe_image_283.png,['reunited_image_236-checkpoint.png'],"0    1.153956
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_693.png,['reunited_image_236-checkpoint.png'],"0    1.153239
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_229.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png', 'reunited_image_526.png']","0    1.108951
1    1.108951
2    1.121890
Name: distance, dtype: float64",reunited_image_504.png,True
john_doe_image_398.png,"['facebook_image_10.png', 'john_doe_image_333.png', 'john_doe_image_442.png', 'facebook_image_9.png', 'reunited_image_526.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0    1.083617
1    1.117411
2    1.121546
3    1.147813
4    1.151561
5    1.164338
6    1.164338
Name: distance, dtype: float64",facebook_image_10.png,True
reunited_image_348.png,"['reunited_image_325-checkpoint.png', 'reunited_image_526.png', 'facebook_image_2.png']","0    1.087885
1    1.093392
2    1.128180
Name: distance, dtype: float64",reunited_image_325.png,True
john_doe_image_5.png,"['facebook_image_10.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_526.png', 'reunited_image_140.png']","0     1.032722
1     1.101258
2     1.101258
3     1.113289
4     1.113289
5     1.133152
6     1.134671
7     1.136142
8     1.142180
9     1.142180
10    1.143420
11    1.158446
Name: distance, dtype: float64",facebook_image_10.png,True
john_doe_image_626.png,"['facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'reunited_image_526.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_325-checkpoint.png', 'reunited_image_140.png']","0    0.988366
1    0.988366
2    1.140908
3    1.161565
4    1.161565
5    1.162279
6    1.162844
7    1.164831
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_450.png,"['john_doe_image_442.png', 'reunited_image_526.png']","0    1.131266
1    1.161087
Name: distance, dtype: float64",john_doe_image_442.png,True
reunited_image_387.png,"['reunited_image_140.png', 'reunited_image_526.png', 'john_doe_image_442.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.130380
1    1.142880
2    1.151480
3    1.165201
4    1.165201
Name: distance, dtype: float64",reunited_image_140.png,True
john_doe_image_62.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_333.png', 'john_doe_image_442.png', 'facebook_image_15.png', 'facebook_image_15-checkpoint.png', 'facebook_image_6.png', 'facebook_image_11.png']","0    1.034471
1    1.034471
2    1.058381
3    1.127538
4    1.133800
5    1.133800
6    1.150291
7    1.152473
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_357.png,"['john_doe_image_32.png', 'reunited_image_167.png', 'reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.103044
1    1.148933
2    1.155335
3    1.165153
4    1.165153
Name: distance, dtype: float64",john_doe_image_32.png,True
john_doe_image_727.png,"['john_doe_image_442.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png']","0    1.144576
1    1.169391
2    1.169391
Name: distance, dtype: float64",john_doe_image_442.png,True
john_doe_image_269.png,"['reunited_image_140.png', 'reunited_image_352.png', 'reunited_image_236-checkpoint.png', 'john_doe_image_442.png']","0    1.121433
1    1.142796
2    1.142902
3    1.155943
Name: distance, dtype: float64",reunited_image_140.png,True
reunited_image_772.png,"['reunited_image_325-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png']","0    0.981234
1    1.113222
2    1.113222
3    1.126888
4    1.131205
Name: distance, dtype: float64",reunited_image_325.png,True
john_doe_image_125.png,"['reunited_image_140.png', 'john_doe_image_442.png']","0    1.135714
1    1.150712
Name: distance, dtype: float64",reunited_image_140.png,True
john_doe_image_492.png,['reunited_image_365.png'],"0    1.164014
Name: distance, dtype: float64",reunited_image_365.png,True
reunited_image_178.png,['reunited_image_178.png'],"0    0.0
Name: distance, dtype: float64",reunited_image_178.png,False
john_doe_image_273.png,"['john_doe_image_273.png', 'reunited_image_184.png']","0    0.000000
1    1.142921
Name: distance, dtype: float64",reunited_image_184.png,True
john_doe_image_83.png,['facebook_image_2.png'],"0    1.124608
Name: distance, dtype: float64",facebook_image_2.png,True
reunited_image_266.png,['john_doe_image_340.png'],"0    1.162964
Name: distance, dtype: float64",john_doe_image_340.png,True
reunited_image_362.png,"['reunited_image_135.png', 'reunited_image_494.png', 'reunited_image_25.png']","0    1.140309
1    1.151301
2    1.162282
Name: distance, dtype: float64",reunited_image_135.png,True
john_doe_image_517.png,"['facebook_image_9.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'facebook_image_10.png', 'john_doe_image_442.png', 'facebook_image_16-checkpoint.png', 'facebook_image_15.png', 'facebook_image_15-checkpoint.png', 'facebook_image_5.png', 'john_doe_image_198-checkpoint.png', 'john_doe_image_198.png', 'reunited_image_420.png']","0     1.032336
1     1.054373
2     1.054373
3     1.057010
4     1.083719
5     1.083719
6     1.106476
7     1.119413
8     1.128245
9     1.141895
10    1.141895
11    1.146969
12    1.150837
13    1.150837
14    1.161036
Name: distance, dtype: float64",facebook_image_9.png,True
reunited_image_87.png,"['reunited_image_87.png', 'reunited_image_339.png']","0    0.000000
1    1.167914
Name: distance, dtype: float64",reunited_image_339.png,True
reunited_image_593.png,['reunited_image_593.png'],"0    0.0
Name: distance, dtype: float64",reunited_image_593.png,False
reunited_image_161.png,['reunited_image_236-checkpoint.png'],"0    1.16389
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_425.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_358.png', 'reunited_image_325-checkpoint.png']","0    1.115168
1    1.115168
2    1.123819
3    1.145055
4    1.158996
5    1.161929
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_471.png,"['john_doe_image_471.png', 'facebook_image_9.png', 'facebook_image_12.png', 'john_doe_image_442.png']","0    0.000000
1    1.146202
2    1.149845
3    1.153197
Name: distance, dtype: float64",facebook_image_9.png,True
john_doe_image_2.png,['reunited_image_526.png'],"0    1.110823
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_655.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png', 'john_doe_image_556.png']","0    0.959627
1    0.959627
2    1.160069
Name: distance, dtype: float64",reunited_image_504.png,True
reunited_image_325.png,"['reunited_image_325-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png']","0    0.000000
1    1.149038
2    1.158374
Name: distance, dtype: float64",facebook_image_16-checkpoint.png,True
john_doe_image_73.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_10.png', 'facebook_image_3.png', 'facebook_image_9.png', 'reunited_image_526.png']","0     1.005439
1     1.005439
2     1.058151
3     1.058151
4     1.076862
5     1.076862
6     1.086053
7     1.095195
8     1.128063
9     1.129230
10    1.135553
11    1.169476
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_340.png,"['john_doe_image_340.png', 'reunited_image_167.png', 'reunited_image_17.png']","0    0.000000
1    1.024638
2    1.151744
Name: distance, dtype: float64",reunited_image_167.png,True
reunited_image_175.png,['reunited_image_236-checkpoint.png'],"0    1.166042
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_498.png,"['facebook_image_15-checkpoint.png', 'facebook_image_15.png']","0    1.156773
1    1.156773
Name: distance, dtype: float64",facebook_image_15.png,True
reunited_image_550.png,"['reunited_image_375.png', 'reunited_image_275.png']","0    1.121960
1    1.163175
Name: distance, dtype: float64",reunited_image_375.png,True
john_doe_image_250.png,"['john_doe_image_250.png', 'john_doe_image_250-checkpoint.png']","0    0.0
1    0.0
Name: distance, dtype: float64",john_doe_image_250-checkpoint.png,True
reunited_image_159.png,"['reunited_image_135.png', 'john_doe_image_358.png']","0    1.153021
1    1.153650
Name: distance, dtype: float64",reunited_image_135.png,True
john_doe_image_723.png,['john_doe_image_358.png'],"0    1.159769
Name: distance, dtype: float64",john_doe_image_358.png,True
john_doe_image_32.png,"['john_doe_image_32.png', 'reunited_image_305.png', 'john_doe_image_442.png', 'reunited_image_167.png']","0    0.000000
1    1.146811
2    1.158774
3    1.168343
Name: distance, dtype: float64",reunited_image_305.png,True
reunited_image_683.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_442.png', 'reunited_image_325-checkpoint.png', 'reunited_image_140.png', 'facebook_image_4.png', 'facebook_image_7.png', 'facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'facebook_image_2.png', 'facebook_image_5.png']","0     1.062092
1     1.062092
2     1.068930
3     1.070243
4     1.111029
5     1.121244
6     1.130698
7     1.132187
8     1.138658
9     1.144016
10    1.144016
11    1.159278
12    1.167061
Name: distance, dtype: float64",john_doe_image_13.png,True
john_doe_image_358.png,['john_doe_image_358.png'],"0    0.0
Name: distance, dtype: float64",john_doe_image_358.png,False
reunited_image_560.png,"['reunited_image_714.png', 'reunited_image_714-checkpoint.png', 'john_doe_image_467.png', 'reunited_image_17.png', 'reunited_image_236-checkpoint.png']","0    1.092841
1    1.092841
2    1.139899
3    1.153059
4    1.154072
Name: distance, dtype: float64",reunited_image_714.png,True
john_doe_image_14.png,"['facebook_image_16-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'reunited_image_526.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_4.png', 'reunited_image_140.png']","0     0.923741
1     0.940203
2     0.940203
3     1.127252
4     1.133261
5     1.144302
6     1.144302
7     1.145079
8     1.145079
9     1.166059
10    1.168550
Name: distance, dtype: float64",facebook_image_16.png,True
