missing_filename,unknowns_matched_filenames,distance,best_match,valid_found
john_doe_image_442.png,"['john_doe_image_442.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_140.png', 'john_doe_image_333.png', 'facebook_image_10.png', 'facebook_image_12.png', 'reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_9.png', 'facebook_image_2.png', 'facebook_image_3.png', 'facebook_image_4.png', 'reunited_image_375.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_384.png', 'john_doe_image_70.png', 'john_doe_image_70-checkpoint.png', 'john_doe_image_471.png', 'reunited_image_158.png', 'facebook_image_11.png', 'john_doe_image_32.png', 'facebook_image_7.png', 'reunited_image_167.png']","0     0.000000
1     0.871453
2     0.871453
3     0.945023
4     0.996933
5     1.003745
6     1.075015
7     1.086947
8     1.093997
9     1.093997
10    1.097562
11    1.107221
12    1.115383
13    1.119801
14    1.126285
15    1.134995
16    1.134995
17    1.139087
18    1.151865
19    1.151865
20    1.153197
21    1.153441
22    1.157792
23    1.158774
24    1.165461
25    1.165927
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_112.png,"['reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'facebook_image_13.png', 'facebook_image_13-checkpoint.png', 'reunited_image_167.png', 'reunited_image_25.png']","0    1.031178
1    1.031178
2    1.115730
3    1.115730
4    1.128598
5    1.162002
Name: distance, dtype: float64",reunited_image_701.png,True
john_doe_image_715.png,"['john_doe_image_715-checkpoint.png', 'john_doe_image_715.png']","0    0.0
1    0.0
Name: distance, dtype: float64",john_doe_image_715.png,True
reunited_image_493.png,"['reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'reunited_image_526.png', 'reunited_image_236-checkpoint.png']","0    1.126241
1    1.126241
2    1.133032
3    1.140536
Name: distance, dtype: float64",reunited_image_701.png,True
john_doe_image_297.png,['john_doe_image_297.png'],"0    0.0
Name: distance, dtype: float64",john_doe_image_297.png,False
reunited_image_114.png,"['reunited_image_236-checkpoint.png', 'john_doe_image_522.png']","0    1.001977
1    1.100827
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_305.png,"['reunited_image_305.png', 'john_doe_image_32.png']","0    0.000000
1    1.146811
Name: distance, dtype: float64",john_doe_image_32.png,True
john_doe_image_611.png,['facebook_image_3.png'],"0    1.145199
Name: distance, dtype: float64",facebook_image_3.png,True
reunited_image_163.png,"['reunited_image_236-checkpoint.png', 'john_doe_image_522.png']","0    1.134573
1    1.166246
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_177.png,['reunited_image_236-checkpoint.png'],"0    1.161202
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_9.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png', 'reunited_image_236-checkpoint.png']","0    1.157403
1    1.157403
2    1.167685
Name: distance, dtype: float64",reunited_image_504.png,True
john_doe_image_24.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_526.png', 'facebook_image_6.png', 'facebook_image_10.png']","0    1.140412
1    1.140412
2    1.145052
3    1.152756
4    1.160899
5    1.162179
Name: distance, dtype: float64",john_doe_image_13.png,True
john_doe_image_251.png,"['john_doe_image_251.png', 'john_doe_image_251-checkpoint.png', 'facebook_image_6.png', 'reunited_image_750-checkpoint.png', 'reunited_image_750.png', 'facebook_image_5.png']","0    0.000000
1    0.000000
2    1.030508
3    1.148032
4    1.148032
5    1.169091
Name: distance, dtype: float64",john_doe_image_251-checkpoint.png,True
reunited_image_184.png,"['reunited_image_184.png', 'john_doe_image_273.png']","0    0.000000
1    1.142921
Name: distance, dtype: float64",john_doe_image_273.png,True
reunited_image_451.png,['reunited_image_526.png'],"0    1.169215
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_533.png,"['reunited_image_236-checkpoint.png', 'reunited_image_714.png', 'reunited_image_714-checkpoint.png']","0    1.147993
1    1.168068
2    1.168068
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_673.png,"['john_doe_image_358.png', 'john_doe_image_522.png']","0    1.123471
1    1.168312
Name: distance, dtype: float64",john_doe_image_358.png,True
reunited_image_456.png,"['facebook_image_7.png', 'john_doe_image_471.png', 'reunited_image_236-checkpoint.png', 'facebook_image_9.png']","0    1.117640
1    1.135501
2    1.145787
3    1.165674
Name: distance, dtype: float64",facebook_image_7.png,True
reunited_image_40.png,"['reunited_image_167.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'facebook_image_13-checkpoint.png', 'facebook_image_13.png']","0    1.088863
1    1.089192
2    1.089192
3    1.096752
4    1.096752
Name: distance, dtype: float64",reunited_image_167.png,True
reunited_image_352.png,"['reunited_image_352.png', 'john_doe_image_522.png']","0    0.000000
1    1.152217
Name: distance, dtype: float64",john_doe_image_522.png,True
reunited_image_624.png,['john_doe_image_358.png'],"0    1.108775
Name: distance, dtype: float64",john_doe_image_358.png,True
john_doe_image_369.png,"['facebook_image_16-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'reunited_image_526.png', 'facebook_image_7.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'facebook_image_5.png', 'facebook_image_4.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png']","0     0.912608
1     1.093560
2     1.093560
3     1.098471
4     1.113823
5     1.152125
6     1.152125
7     1.158946
8     1.161381
9     1.162169
10    1.162169
Name: distance, dtype: float64",facebook_image_16.png,True
reunited_image_541.png,['facebook_image_8.png'],"0    1.099
Name: distance, dtype: float64",facebook_image_8.png,True
reunited_image_140.png,"['reunited_image_140.png', 'john_doe_image_442.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'reunited_image_158.png', 'reunited_image_375.png', 'john_doe_image_333.png', 'facebook_image_2.png', 'facebook_image_4.png', 'reunited_image_275.png']","0    0.000000
1    0.945023
2    0.989675
3    0.989675
4    1.041663
5    1.052809
6    1.103220
7    1.116249
8    1.136204
9    1.160724
Name: distance, dtype: float64",john_doe_image_442.png,True
reunited_image_293.png,['reunited_image_236-checkpoint.png'],"0    1.160035
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_734.png,"['reunited_image_526.png', 'facebook_image_16-checkpoint.png']","0    1.076842
1    1.118234
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_105.png,['reunited_image_325-checkpoint.png'],"0    1.12118
Name: distance, dtype: float64",reunited_image_325.png,True
john_doe_image_235.png,"['facebook_image_7.png', 'reunited_image_236-checkpoint.png', 'facebook_image_4.png']","0    1.152363
1    1.152797
2    1.153022
Name: distance, dtype: float64",facebook_image_7.png,True
reunited_image_263.png,['reunited_image_140.png'],"0    1.157282
Name: distance, dtype: float64",reunited_image_140.png,True
reunited_image_505.png,['facebook_image_6.png'],"0    1.146681
Name: distance, dtype: float64",facebook_image_6.png,True
reunited_image_724.png,"['reunited_image_167.png', 'reunited_image_352.png', 'john_doe_image_340.png', 'john_doe_image_358.png']","0    1.098299
1    1.137148
2    1.141205
3    1.155773
Name: distance, dtype: float64",reunited_image_167.png,True
reunited_image_92.png,['reunited_image_236-checkpoint.png'],"0    1.011898
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_333.png,"['john_doe_image_333.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_375.png', 'reunited_image_140.png', 'john_doe_image_754.png', 'john_doe_image_754-checkpoint.png', 'facebook_image_12.png', 'facebook_image_4.png', 'facebook_image_10.png', 'reunited_image_420.png', 'reunited_image_701.png', 'reunited_image_701-checkpoint.png', 'john_doe_image_70.png', 'john_doe_image_70-checkpoint.png']","0     0.000000
1     0.891737
2     0.891737
3     0.996933
4     1.036537
5     1.103220
6     1.104116
7     1.104116
8     1.110392
9     1.131786
10    1.140116
11    1.145585
12    1.152390
13    1.152390
14    1.161554
15    1.161554
Name: distance, dtype: float64",john_doe_image_13.png,True
john_doe_image_488.png,"['john_doe_image_442.png', 'reunited_image_375.png', 'facebook_image_2.png', 'reunited_image_140.png']","0    1.085160
1    1.099845
2    1.116381
3    1.124144
Name: distance, dtype: float64",john_doe_image_442.png,True
john_doe_image_376.png,['john_doe_image_442.png'],"0    1.142634
Name: distance, dtype: float64",john_doe_image_442.png,True
reunited_image_8.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_9.png', 'reunited_image_526.png']","0    1.029944
1    1.029944
2    1.119463
3    1.138196
4    1.158561
5    1.168079
Name: distance, dtype: float64",facebook_image_1.png,True
reunited_image_791.png,['reunited_image_236-checkpoint.png'],"0    1.13007
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_454.png,"['reunited_image_236-checkpoint.png', 'reunited_image_714.png', 'reunited_image_714-checkpoint.png']","0    1.144590
1    1.166503
2    1.166503
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_28.png,"['facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png']","0    1.008553
1    1.030833
2    1.031729
3    1.031729
4    1.097141
5    1.097141
6    1.124567
7    1.153305
8    1.153305
Name: distance, dtype: float64",facebook_image_16.png,True
reunited_image_430.png,"['john_doe_image_522.png', 'reunited_image_167.png']","0    1.112718
1    1.127542
Name: distance, dtype: float64",john_doe_image_522.png,True
john_doe_image_332.png,"['john_doe_image_442.png', 'reunited_image_236-checkpoint.png', 'facebook_image_7.png', 'reunited_image_526.png', 'reunited_image_140.png']","0    1.099692
1    1.142661
2    1.143338
3    1.151180
4    1.156101
Name: distance, dtype: float64",john_doe_image_442.png,True
reunited_image_420.png,"['reunited_image_420.png', 'facebook_image_12.png', 'john_doe_image_333.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_375.png']","0    0.000000
1    1.143965
2    1.145585
3    1.157329
4    1.157329
5    1.162740
Name: distance, dtype: float64",facebook_image_12.png,True
john_doe_image_421.png,"['facebook_image_10.png', 'reunited_image_135.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_6.png', 'reunited_image_526.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'facebook_image_9.png']","0    1.055879
1    1.091572
2    1.098817
3    1.145298
4    1.151526
5    1.158867
6    1.163323
7    1.163323
8    1.165241
Name: distance, dtype: float64",facebook_image_10.png,True
john_doe_image_608.png,"['reunited_image_526.png', 'facebook_image_4.png', 'reunited_image_236-checkpoint.png', 'facebook_image_2.png', 'john_doe_image_442.png', 'facebook_image_9.png']","0    1.101757
1    1.115747
2    1.129841
3    1.133069
4    1.146109
5    1.158430
Name: distance, dtype: float64",reunited_image_526.png,True
reunited_image_530.png,['reunited_image_352.png'],"0    1.093103
Name: distance, dtype: float64",reunited_image_352.png,True
reunited_image_620.png,"['reunited_image_236-checkpoint.png', 'reunited_image_526.png', 'facebook_image_7.png']","0    1.071052
1    1.124928
2    1.157605
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_556.png,['john_doe_image_556.png'],"0    0.0
Name: distance, dtype: float64",john_doe_image_556.png,False
reunited_image_221.png,"['reunited_image_352.png', 'reunited_image_236-checkpoint.png']","0    1.078527
1    1.157783
Name: distance, dtype: float64",reunited_image_352.png,True
reunited_image_692.png,"['reunited_image_692.png', 'reunited_image_135.png']","0    0.000000
1    1.102541
Name: distance, dtype: float64",reunited_image_135.png,True
john_doe_image_194.png,['reunited_image_236-checkpoint.png'],"0    1.112227
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_740.png,"['facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_13.png', 'reunited_image_526.png', 'facebook_image_16-checkpoint.png', 'reunited_image_420.png', 'facebook_image_11.png', 'facebook_image_6.png', 'john_doe_image_442.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png']","0     0.991161
1     0.991161
2     1.040892
3     1.040892
4     1.047014
5     1.047014
6     1.088133
7     1.103945
8     1.133534
9     1.136452
10    1.153393
11    1.155946
12    1.162544
13    1.162544
Name: distance, dtype: float64",facebook_image_15.png,True
john_doe_image_600.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_10.png', 'facebook_image_2.png', 'reunited_image_325-checkpoint.png']","0     1.013710
1     1.013710
2     1.082226
3     1.091395
4     1.123109
5     1.129113
6     1.129113
7     1.134250
8     1.134250
9     1.145390
10    1.147404
11    1.149070
Name: distance, dtype: float64",facebook_image_1.png,True
reunited_image_419.png,['reunited_image_236-checkpoint.png'],"0    1.0827
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_590.png,"['reunited_image_236-checkpoint.png', 'reunited_image_135.png']","0    1.156122
1    1.157226
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_720.png,"['reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'reunited_image_25.png']","0    1.058840
1    1.058840
2    1.098457
Name: distance, dtype: float64",reunited_image_701.png,True
reunited_image_443.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_11.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_442.png', 'reunited_image_526.png', 'facebook_image_9.png', 'reunited_image_701-checkpoint.png', 'reunited_image_701.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'facebook_image_4.png', 'facebook_image_13.png', 'facebook_image_13-checkpoint.png', 'facebook_image_10.png', 'reunited_image_25.png', 'reunited_image_494.png', 'reunited_image_750-checkpoint.png', 'reunited_image_750.png']","0     0.969937
1     0.969937
2     1.015277
3     1.015277
4     1.023211
5     1.024495
6     1.024495
7     1.062117
8     1.073569
9     1.075334
10    1.088719
11    1.101444
12    1.101444
13    1.125939
14    1.125939
15    1.137917
16    1.152427
17    1.152427
18    1.158220
19    1.158573
20    1.162779
21    1.168836
22    1.168836
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_306.png,['reunited_image_217.png'],"0    1.124787
Name: distance, dtype: float64",reunited_image_217.png,True
john_doe_image_647.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_526.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'john_doe_image_442.png']","0    0.987352
1    0.987352
2    1.067959
3    1.110258
4    1.110258
5    1.117615
6    1.145771
7    1.145771
8    1.146786
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_702.png,"['facebook_image_16-checkpoint.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png', 'reunited_image_750-checkpoint.png', 'reunited_image_750.png']","0    1.120273
1    1.122030
2    1.122030
3    1.144986
4    1.144986
Name: distance, dtype: float64",facebook_image_16.png,True
john_doe_image_524.png,"['facebook_image_2.png', 'reunited_image_236-checkpoint.png']","0    1.058067
1    1.133695
Name: distance, dtype: float64",facebook_image_2.png,True
reunited_image_497.png,['reunited_image_236-checkpoint.png'],"0    1.136607
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_200.png,"['reunited_image_236-checkpoint.png', 'reunited_image_504.png', 'reunited_image_504-checkpoint.png']","0    1.115280
1    1.168319
2    1.168319
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_52.png,['reunited_image_500.png'],"0    1.168328
Name: distance, dtype: float64",reunited_image_500.png,True
john_doe_image_169.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_750.png', 'reunited_image_750-checkpoint.png', 'facebook_image_6.png', 'john_doe_image_251-checkpoint.png', 'john_doe_image_251.png']","0    1.091855
1    1.091855
2    1.113836
3    1.113836
4    1.133907
5    1.149173
6    1.149173
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_364.png,"['reunited_image_236-checkpoint.png', 'reunited_image_140.png']","0    1.129581
1    1.162640
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_57.png,['john_doe_image_522.png'],"0    1.15691
Name: distance, dtype: float64",john_doe_image_522.png,True
reunited_image_25.png,"['reunited_image_25.png', 'reunited_image_592.png', 'reunited_image_701.png', 'reunited_image_701-checkpoint.png', 'facebook_image_13.png', 'facebook_image_13-checkpoint.png', 'reunited_image_167.png']","0    0.000000
1    1.061215
2    1.091661
3    1.091661
4    1.129014
5    1.129014
6    1.140648
Name: distance, dtype: float64",reunited_image_592.png,True
reunited_image_135.png,"['reunited_image_135.png', 'reunited_image_692.png']","0    0.000000
1    1.102541
Name: distance, dtype: float64",reunited_image_692.png,True
reunited_image_244.png,['reunited_image_236-checkpoint.png'],"0    1.141641
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_301.png,"['facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'reunited_image_526.png', 'facebook_image_16-checkpoint.png', 'facebook_image_15.png', 'facebook_image_15-checkpoint.png', 'john_doe_image_442.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_7.png', 'reunited_image_140.png', 'facebook_image_4.png', 'facebook_image_5.png', 'reunited_image_325-checkpoint.png']","0     0.910222
1     0.910222
2     0.966844
3     0.989624
4     1.006127
5     1.006127
6     1.049621
7     1.088081
8     1.088081
9     1.118825
10    1.120009
11    1.154902
12    1.158327
13    1.168605
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_744.png,"['reunited_image_236-checkpoint.png', 'reunited_image_458.png']","0    1.142827
1    1.146040
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_603.png,"['reunited_image_603.png', 'reunited_image_17.png']","0    0.000000
1    1.156708
Name: distance, dtype: float64",reunited_image_17.png,True
john_doe_image_71.png,"['reunited_image_325-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_442.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_10.png', 'facebook_image_4.png']","0    1.087615
1    1.126570
2    1.135252
3    1.140545
4    1.140545
5    1.156800
6    1.158857
Name: distance, dtype: float64",reunited_image_325.png,True
reunited_image_331.png,"['john_doe_image_358.png', 'reunited_image_178.png']","0    1.116648
1    1.140453
Name: distance, dtype: float64",john_doe_image_358.png,True
john_doe_image_310.png,"['reunited_image_236-checkpoint.png', 'facebook_image_4.png', 'john_doe_image_522.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0    1.057342
1    1.107741
2    1.153766
3    1.168044
4    1.168044
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_339.png,"['reunited_image_339.png', 'facebook_image_10.png', 'reunited_image_87.png']","0    0.000000
1    1.164383
2    1.167914
Name: distance, dtype: float64",facebook_image_10.png,True
reunited_image_651.png,"['facebook_image_5.png', 'john_doe_image_442.png', 'reunited_image_526.png', 'reunited_image_140.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png']","0    1.043571
1    1.069200
2    1.107574
3    1.134314
4    1.138484
5    1.138484
6    1.154276
7    1.154276
Name: distance, dtype: float64",facebook_image_5.png,True
john_doe_image_346.png,['reunited_image_526.png'],"0    1.150059
Name: distance, dtype: float64",reunited_image_526.png,True
john_doe_image_754.png,"['john_doe_image_754-checkpoint.png', 'john_doe_image_754.png', 'john_doe_image_333.png']","0    0.000000
1    0.000000
2    1.104116
Name: distance, dtype: float64",john_doe_image_754.png,True
john_doe_image_392.png,"['facebook_image_16-checkpoint.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'reunited_image_526.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'john_doe_image_442.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_325-checkpoint.png', 'facebook_image_11.png']","0     0.916031
1     0.985223
2     0.985223
3     1.023541
4     1.053723
5     1.053723
6     1.129385
7     1.150052
8     1.150052
9     1.163499
10    1.169583
Name: distance, dtype: float64",facebook_image_16.png,True
john_doe_image_776.png,"['facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'reunited_image_526.png', 'facebook_image_16-checkpoint.png', 'facebook_image_7.png', 'john_doe_image_442.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_15.png', 'facebook_image_15-checkpoint.png', 'reunited_image_140.png', 'john_doe_image_471.png']","0     0.936685
1     0.936685
2     1.000793
3     1.080746
4     1.082165
5     1.102574
6     1.123676
7     1.123676
8     1.137966
9     1.137966
10    1.148392
11    1.163522
Name: distance, dtype: float64",facebook_image_1.png,True
john_doe_image_336.png,"['john_doe_image_251-checkpoint.png', 'john_doe_image_251.png']","0    1.154433
1    1.154433
Name: distance, dtype: float64",john_doe_image_251.png,True
reunited_image_115.png,"['reunited_image_178.png', 'john_doe_image_32.png']","0    1.137617
1    1.148511
Name: distance, dtype: float64",reunited_image_178.png,True
reunited_image_217.png,['reunited_image_217.png'],"0    0.0
Name: distance, dtype: float64",reunited_image_217.png,False
john_doe_image_730.png,['reunited_image_236-checkpoint.png'],"0    1.148531
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_606.png,"['john_doe_image_32.png', 'reunited_image_305.png']","0    0.967553
1    1.065974
Name: distance, dtype: float64",john_doe_image_32.png,True
john_doe_image_453.png,['facebook_image_8.png'],"0    1.130588
Name: distance, dtype: float64",facebook_image_8.png,True
reunited_image_148.png,"['reunited_image_526.png', 'facebook_image_9.png']","0    1.160030
1    1.169082
Name: distance, dtype: float64",reunited_image_526.png,True
reunited_image_75.png,"['john_doe_image_442.png', 'facebook_image_4.png', 'reunited_image_236-checkpoint.png']","0    1.145126
1    1.157266
2    1.166509
Name: distance, dtype: float64",john_doe_image_442.png,True
john_doe_image_706.png,"['facebook_image_15.png', 'facebook_image_15-checkpoint.png', 'facebook_image_1-checkpoint.png', 'facebook_image_1.png']","0    1.081534
1    1.081534
2    1.124311
3    1.124311
Name: distance, dtype: float64",facebook_image_15.png,True
john_doe_image_216.png,['reunited_image_236-checkpoint.png'],"0    1.158834
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_648.png,"['john_doe_image_340.png', 'reunited_image_17.png']","0    1.138840
1    1.162358
Name: distance, dtype: float64",john_doe_image_340.png,True
reunited_image_504.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png']","0    0.0
1    0.0
Name: distance, dtype: float64",reunited_image_504-checkpoint.png,True
reunited_image_327.png,"['facebook_image_16-checkpoint.png', 'reunited_image_526.png', 'facebook_image_1.png', 'facebook_image_1-checkpoint.png']","0    1.119140
1    1.143328
2    1.150204
3    1.150204
Name: distance, dtype: float64",facebook_image_16.png,True
john_doe_image_164.png,"['reunited_image_236-checkpoint.png', 'reunited_image_352.png']","0    1.144622
1    1.155947
Name: distance, dtype: float64",reunited_image_236.png,True
reunited_image_84.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'reunited_image_750-checkpoint.png', 'reunited_image_750.png', 'john_doe_image_333.png']","0    1.064674
1    1.064674
2    1.067288
3    1.067288
4    1.149429
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_232.png,['john_doe_image_313-checkpoint.png'],"0    1.107721
Name: distance, dtype: float64",john_doe_image_313.png,True
reunited_image_585.png,['facebook_image_2.png'],"0    1.163317
Name: distance, dtype: float64",facebook_image_2.png,True
reunited_image_228.png,"['reunited_image_140.png', 'john_doe_image_442.png', 'reunited_image_325-checkpoint.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0    0.960729
1    1.097583
2    1.124553
3    1.146248
4    1.146248
Name: distance, dtype: float64",reunited_image_140.png,True
reunited_image_152.png,"['reunited_image_152.png', 'john_doe_image_274.png', 'reunited_image_375.png']","0    0.000000
1    1.073232
2    1.141855
Name: distance, dtype: float64",john_doe_image_274.png,True
reunited_image_774.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png']","0    1.137799
1    1.137799
Name: distance, dtype: float64",reunited_image_504.png,True
reunited_image_434.png,"['reunited_image_49.png', 'reunited_image_184.png', 'john_doe_image_313-checkpoint.png']","0    1.147849
1    1.157307
2    1.168138
Name: distance, dtype: float64",reunited_image_49.png,True
reunited_image_275.png,"['reunited_image_275.png', 'reunited_image_375.png', 'reunited_image_140.png']","0    0.000000
1    1.124539
2    1.160724
Name: distance, dtype: float64",reunited_image_375.png,True
reunited_image_500.png,"['reunited_image_500.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0    0.000000
1    1.087186
2    1.087186
Name: distance, dtype: float64",john_doe_image_13.png,True
john_doe_image_755.png,"['reunited_image_135.png', 'reunited_image_236-checkpoint.png']","0    1.113132
1    1.145277
Name: distance, dtype: float64",reunited_image_135.png,True
john_doe_image_36.png,"['john_doe_image_13.png', 'john_doe_image_13-checkpoint.png', 'facebook_image_1-checkpoint.png', 'facebook_image_1.png', 'john_doe_image_442.png', 'reunited_image_526.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'facebook_image_9.png', 'facebook_image_10.png', 'facebook_image_16-checkpoint.png', 'facebook_image_4.png', 'john_doe_image_32.png', 'reunited_image_140.png', 'reunited_image_420.png', 'john_doe_image_333.png']","0     0.918720
1     0.918720
2     1.009304
3     1.009304
4     1.025260
5     1.052626
6     1.067506
7     1.067506
8     1.073572
9     1.094018
10    1.119324
11    1.137651
12    1.151399
13    1.157028
14    1.158330
15    1.166179
Name: distance, dtype: float64",john_doe_image_13.png,True
reunited_image_483.png,"['john_doe_image_467.png', 'reunited_image_236-checkpoint.png']","0    1.152418
1    1.156016
Name: distance, dtype: float64",john_doe_image_467.png,True
john_doe_image_520.png,"['reunited_image_236-checkpoint.png', 'reunited_image_17.png']","0    1.106047
1    1.160602
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_491.png,"['facebook_image_1.png', 'facebook_image_1-checkpoint.png', 'facebook_image_16-checkpoint.png', 'facebook_image_15-checkpoint.png', 'facebook_image_15.png', 'reunited_image_526.png', 'john_doe_image_13.png', 'john_doe_image_13-checkpoint.png']","0    1.035895
1    1.035895
2    1.125540
3    1.139474
4    1.139474
5    1.142381
6    1.157647
7    1.157647
Name: distance, dtype: float64",facebook_image_1.png,True
reunited_image_745.png,"['reunited_image_504.png', 'reunited_image_504-checkpoint.png', 'reunited_image_236-checkpoint.png']","0    1.142604
1    1.142604
2    1.162080
Name: distance, dtype: float64",reunited_image_504.png,True
reunited_image_634.png,"['reunited_image_236-checkpoint.png', 'reunited_image_375.png', 'reunited_image_275.png', 'john_doe_image_522.png', 'facebook_image_4.png']","0    1.110511
1    1.114039
2    1.114608
3    1.137538
4    1.156503
Name: distance, dtype: float64",reunited_image_236.png,True
john_doe_image_717.png,"['reunited_image_305.png', 'john_doe_image_754-checkpoint.png', 'john_doe_image_754.png', 'facebook_image_11.png', 'john_doe_image_32.png', 'john_doe_image_442.png']","0    1.088859
1    1.101230
2    1.101230
3    1.116025
4    1.119380
5    1.148553
Name: distance, dtype: float64",reunited_image_305.png,True
john_doe_image_248.png,['john_doe_image_32.png'],"0    1.040791
Name: distance, dtype: float64",john_doe_image_32.png,True
